,_PO_,_PO_.1,_PO_.2,_PO_.3,_PO_.4,_PO_.5,_PO_.6,_PO_.7,_PO_.8,_PO_.9,_PO_.10,_PO_.11,_PO_.12,_PO_.13,_PO_.14,_PO_.15,_PO_.16,_PO_.17,_PO_.18,_PO_.19,_PO_.20,_PO_.21,_PO_.22,_PO_.23,_PO_.24,_PO_.25,_PO_.26,_PO_.27,_PO_.28,_PO_.29,_PO_.30,_PO_.31,_PO_.32,_PO_.33,_PO_.34,_PO_.35,_PO_.36,_PO_.37,_PO_.38,_PO_.39
Total Operating Expense,-0.0009126145041766549,0.005467930916441288,0.007481602343415916,0.011677913010370551,0.020391043849489983,0.03437661851040345,0.01704202693151114,-0.0012832784446492156,0.06121308747252441,0.04453197187566535,0.01790469446590412,0.0007716115960331505,-0.015422662141545465,-0.019167805713748858,-0.004514284301419391,0.002793834583819911,0.015521630317791791,0.00031642961545513956,-0.04665728520670956,0.0022050993497214158,0.005876028573663289,0.003790469386286395,0.009911586594871605,-0.005165598285564529,0.006341043806124224,0.011670858725439154,0.0011841499113643453,-0.020075436815231378,-0.020786881753931202,-0.0074664718212370095,0.00762775096118859,0.011635345293775988,0.011635345293775988,0.010930989295501608,0.012719692479136204,0.012112190516637995,0.024515416279124964,0.04693261078885859,0.01118710594323071,-0.004677540113245426
Operating Income,-0.020082462090674727,-0.01684829314167075,-0.017326911479352447,0.029137499646699073,0.026651150263113217,0.005890810000792126,0.0013080331160471269,-0.029861359444883294,0.030235728242200256,0.015512758930170676,0.026026758785291038,-0.0013511534842108452,-0.009522828917929382,-0.023153369863912157,-0.030910635584621395,-0.006446626525595349,-0.008385392039096244,-0.025777595212512865,-0.03180628926385976,0.014872588092377872,-0.02181450163986287,0.020698870532371096,0.029454880623662718,-0.004370169160429496,0.024820028556137796,0.02970697047632201,0.03093588434045583,-0.018860052263689784,-0.019530882397721903,-0.01817454231575185,0.07477129329850268,0.07420622526136252,0.07547445486473735,0.07525236541096401,-0.010092923406894435,-0.010233536945873384,0.03179174330331401,0.12894186049168482,-0.01284764460554358,-0.009712046400250491
Operating Margin %.1,-0.026540379243598415,0.020448427611069665,0.035327831636857016,-0.012580515534215419,-0.012885509350771575,-0.010086738135399093,-0.006601671092648254,-0.017166987269643386,-0.002095694468651084,-0.00038551599529234974,-0.01173675376663759,0.038013361454061936,0.03536197132141262,0.03645025176347099,0.00870069637868359,0.010439219689804805,0.05467391348907366,0.056440565944570954,-0.013969639770469154,0.002301160655919591,0.03443092521054017,0.006284929707928216,-0.0001651254303987786,0.02445236538485264,0.0015691728558314016,0.0006314560525520025,0.000369575082924544,0.003466450854823426,0.006194640817425339,0.035339755052225315,-0.0010911385971983413,0.0250915842610355,-0.0009526399941169558,-0.00043830412233690323,0.008834323781068442,0.007790651928119962,0.09467172144638178,0.019543464015585415,0.00759813243117528,0.006383745312753474
  Interest Income,-0.03214710583168707,-0.012127975014271968,-0.020350899773531984,-0.005331393612892268,-0.0058786201343411035,-0.006730587689044037,-0.00879344938953441,-0.041994987123018065,0.010580470824168462,0.01056142977995034,-0.009269057977011946,-0.010835582529676034,-0.022958247097333163,-0.03476757671065652,-0.026231728970820555,-0.0033976461116777836,-0.0033189566722713476,-0.003910363674262189,-0.0039215357994685845,0.015123697376353584,-0.02292169468924152,0.008791558068179212,0.014309374153601284,0.003899776765695798,0.00879911489968003,0.01435016128904643,0.014344997699217037,-0.02760246440032177,-0.017609655525321462,-0.014217484549872546,-0.03906786368154476,-0.0418831196405633,-0.0418831196405633,-0.03910416942926166,-0.02787255400624104,-0.028351172343922745,0.04305809039492244,-0.04568743034431232,-0.045096402682312305,-0.03613773540392677
  Interest Expense,-0.03241092358479869,0.02138067727758856,0.008360481100524644,0.04122125419789068,0.04045186678948684,0.02524281288535908,0.000900189068196223,-0.03366805278181117,0.03919151105543088,0.03889178342018086,0.040894014121990195,0.028785552771549,0.02770320865948253,0.012462870383213788,0.013267974295646738,0.03694649980564083,0.030066749404734562,0.032533496397249076,0.03758143199583376,0.02730455006929884,0.050528296545649984,0.026591132325384327,0.0281972550134148,0.053130298814736916,0.02662675587100008,0.027238177106881156,0.017004979439628205,-0.003079749175940715,0.005795451074603952,0.021477786571592897,0.12802655507083882,0.1278605487903638,0.1189353711875297,0.1291436897589862,0.013851691209993088,0.013626377166247549,0.044340900702801236,0.11407485498787154,-0.013560915793114154,-0.001590069768940244
Net Interest Income,-0.020983823410983093,0.016885342742570985,0.003007996762480367,0.04373641056887231,0.04373641056887231,0.016510502552289086,0.006295974702904402,0.007963918258088544,0.047334930499417206,0.048563273218365184,0.04883607833331907,0.010055328922021977,-0.0038741119614897476,0.008066497347612875,0.019562417210547366,0.03418591338299675,0.028023965867843552,0.02781425924021055,0.025558961789719722,0.041225795058130926,0.01733663227146268,0.027761307881754994,0.03002293799388094,0.0023222651348762443,0.020184090566937065,0.041106528188922985,0.04104620256983276,0.0069700208875907495,-0.007579591544986566,0.014446415981736871,0.0836270527026056,0.07479233216898515,0.06383305775254262,0.08423658209043385,0.019704711831776793,0.019906134534441372,0.057103456834368155,0.07110961500500547,-0.002071866864687639,0.0012609733281695292
Other Income (Expense),-0.012966115294504078,0.011419613475457186,0.013799081870520544,0.0006049724830857399,0.0006781932869645104,0.0330352672405949,0.013789649776751173,-0.026153523014219447,0.026346135766296925,0.021973644664016558,-0.006161663725429499,0.008234208892847343,0.007904581211744872,0.0003431939447645269,0.00015711670669034178,0.013711447348943948,0.025528556161213835,0.0256309833771881,0.01160355414111197,-0.023598775388744806,0.0030756248629295177,-0.01310785728173888,-0.007771118776871972,0.019013441442438883,-0.012954718464841131,-0.007567113449270682,-0.007012784429834551,-0.003745523036534401,0.005708521303402073,0.014260345613840871,-0.0004155381523174122,-0.0007493558340153886,-0.0005997291828136243,6.55339601439188e-05,0.00022511125030648437,-0.0001467526441146441,0.003100744747677571,0.059593168124007403,-6.139105135695455e-06,-0.00784818685775177
Pre-Tax Income,-0.02672236122905297,-0.01628802108247463,-0.014555756854699495,0.028715427276846422,0.013455892139728108,-0.0019965242209360056,-0.003757394799117631,-0.011552874695335561,0.023983624872011916,0.02251878404214107,0.028470774308568494,0.002353368496785177,0.0009453253895338994,0.0009453253895338994,-0.007186729945170262,-0.00269825657794408,-0.010711848825138127,-0.015241561025574361,-0.027029662570210417,0.029017864842150187,-0.013014360738992987,0.028230197920660324,0.02930861334680913,0.007701467908782098,0.028863164779963556,0.026041152565632684,0.028609860486027393,-0.012613267290145601,-0.012126786560711892,-0.017514478110786536,0.07372116655502486,0.07293155528933178,0.07293155528933178,0.07349662332647192,-0.008030417362125656,-0.007452412972970559,0.029946160220094734,0.12790855908027546,-0.007452412972970559,-0.009318188392554137
Tax Provision,6.002565241937201e-05,-0.005166486795101499,-0.005673459930821539,0.05926457817126893,0.06012441866970909,0.02556534720123781,0.021261544674781484,0.008023802171876213,0.042819614481594166,0.04408290354118709,0.05926616893514003,0.01443424651704148,0.010366007667078823,0.013583769132609846,0.00449090423339313,0.016190353175689103,0.01003545589118656,-7.69504094293833e-05,-0.0046181803525214065,0.05297182864007507,0.008840572104433453,0.052816938225251374,0.05380856391970169,0.03193940410958515,0.05310201958130932,0.05409994553403323,0.05384418746531744,-0.0038419377834865613,-0.0038419377834865613,-0.004990632045967856,0.15114858527116512,0.15022841915363472,0.15114858527116512,0.14145048913077926,0.005288017746785426,-0.013883029238694326,0.05560076322949773,0.19657030850182064,0.003986681566322113,0.004204330885854998
Tax Rate %,-0.03975455749088189,-0.004367910382352128,-0.014868368905394749,-0.015583327063401903,-0.016040169007668345,-0.011996825509814145,-0.008163205500041078,-0.024016762395174283,-0.00495913573621941,-0.0030576009264844895,-0.014805697002753542,-0.0020545309890509134,-0.002005083065725493,-0.004420896381951363,-0.021254101624136476,0.01091526345065212,0.022265537400543704,0.021070447473516166,-0.017659943148843248,0.002030705768330708,0.006019383017527616,0.004731351846361974,0.004731351846361974,0.02950145671559526,0.004766975391977727,0.004169642427538754,0.0044424140260657195,-0.00755455518452623,-0.007179897086780896,-0.00610240194347266,0.03560447920929659,0.03555795419155282,0.033850594447172776,0.03529408477953561,-0.019694702670490068,-0.022196044191675465,0.11748285512764739,0.0346596644710154,-0.020651148448567212,-0.02092756218205722
Net Income (Continuing Operations),-0.034912691490131695,-0.005768384148341013,-0.006677823169775334,0.027224655921950572,0.022585418727720304,0.006053688483173603,0.002573476331797414,-0.01515465140749528,0.026817671756384515,0.011017527585451879,0.022585418727720304,-0.007259541699498785,-0.01945967408422291,-0.005802070083322722,-0.007850355427437465,-0.0026448946127910944,0.0019206133928653451,-0.011452609199851605,-0.04392407796115058,0.01670108553942315,-0.020932196166704393,0.018286455575988125,0.026606406094636326,-0.016161434696584636,0.016736709085038902,0.01580244914499753,0.026642029640252078,-0.02250126442978546,-0.02250126442978546,-0.023874074553144144,0.059930086816187285,0.059930086816187285,0.06030729587236671,0.06016373060342726,-0.01983071775313444,-0.00798554452514857,0.02859825976935578,0.10727878980037264,-0.008013611239263502,-0.021161930382584092
Net Income (Discontinued Operations),0.019412692616796526,0.004841038435950312,0.004902185981545391,-0.07216758126027922,-0.07085395129013147,0.020240494925346665,0.10523969366538752,0.043879401769874135,-0.04393752319148895,-0.05232705068676718,-0.07154464106966557,-0.03394470427145478,-0.051236227414474624,-0.04992096225553896,-0.03771954275082078,-0.01824198254941923,0.017388212001309026,0.00735625177078485,-0.02945966364159587,-0.06804228479649335,0.05986054750355663,-0.0699759705427812,-0.05276899232577239,-0.036782099647150054,-0.0680066612508776,-0.052312655871276426,-0.0515160262051072,-0.009414998226412851,-0.009199782192498934,0.005010144962611076,0.07817604056210045,0.07832949653842232,0.07826550465985511,0.06881742063880916,-0.047706724469331906,-0.028370511227612045,-0.012371506345404541,0.060714421969216836,-0.03819421169623083,-0.03788279856264683
  Other Income (Minority Interest),0.03331352331426866,0.03032219760598897,0.02775691262581149,0.03446024506207412,0.03781801258060899,0.050937393007133826,0.05834806380616012,0.019911682621287504,0.08649688783778733,0.08768255463266257,0.03781801258060899,0.03424852546941972,0.019944844172665042,0.019898554695167183,0.010931597293570633,0.02840398436116693,0.04442771888314882,0.04528755938158899,0.029422424760318904,0.02365013659082396,0.037265778232448664,0.03730689997251484,0.03659668612527644,0.029539189343709724,0.02722181566754268,0.03742055634618854,0.03779936546239704,0.01998763031031049,0.01853447447463513,0.03028558510316313,0.11075547999599274,0.1093593736378346,0.10827134917735706,0.11051397029493856,0.02413928293712787,0.021957368021417723,0.05607826041129299,0.05187554224923861,0.024999123435568028,0.024454915868804692
Net Income,-0.031129102333816213,-0.01216063663337534,-0.012515937435344942,0.027231050203989634,0.021577303203557247,-0.0019750677772005162,-0.003185152747386472,-0.02274766738664906,0.022925573410011817,0.020421100544396283,0.02761615958633425,-0.0015977348182635866,-0.012540703901560823,-0.001927362499366056,-0.006439022952381626,-0.011116269896668847,-0.007640518349006682,-0.007640518349006682,-0.004675627180368365,0.012597282061343277,-0.008571167336366916,0.016877683815683046,0.02254101040198043,-0.021335616262176404,0.016429663114917628,0.021256044309993824,0.021097663180463796,-0.019716236679102828,-0.01777461243118643,-0.011995095979804023,0.057210449041321484,0.05838009720603943,0.054375963017290425,0.05798590696352701,-0.014912014818924553,-0.004331358412607519,0.026440287036083344,0.10569939026871933,-0.004331358412607519,-0.005441999442512299
Net Margin %.1,-0.017140835269661783,0.037154369201304716,0.0415962760349625,-0.014581319493264952,-0.013327321890772315,-0.02093603655748073,-0.011456832424032011,-0.024125395187385545,-0.007042825811721533,-0.005479165635510089,0.004264385131742772,0.04672655858485865,0.044618695004890074,0.04524813654049556,0.021216900347386995,0.0035584075739549114,0.06928540699828228,0.06938700908010781,-0.0046619131988273315,0.01986925880595356,0.03094806540917042,0.011208929776360736,-0.0011958848994861478,0.023490200902469012,-0.0003576344090492774,-0.0006785475427331495,-0.0005826530417074745,-7.940454284062872e-05,-7.940454284062872e-05,0.040525370947528803,-0.008298557127670574,0.027170731392855186,-0.00842542522800696,-0.007542068570314404,0.004688346629387479,0.004576392112098527,0.08726991072548668,-0.009297331405620068,0.003628175333937438,0.0037904299777811435
Preferred Dividends,0.019412692616796526,0.0045957483521075855,0.005565946149581689,-0.047608417448321096,-0.047346897759766485,0.029947014575552565,0.10428714039949245,0.018467980947303744,-0.0701375100097647,-0.06978552246791718,-0.07333792905586266,-0.053718036231458294,-0.05445627612778516,-0.054343199572144396,-0.057492874710824295,-0.02056245460649731,-0.011181030467109313,-0.00998646963837721,-0.030245258322708305,-0.07236906183062801,0.056536803717327416,-0.07121483497423362,-0.07144472826385394,-0.04001562731628165,-0.07233343828501226,-0.04796113760129477,-0.07108678947508931,-0.03368489321970374,-0.034253254790720354,-0.024038766051733752,0.059113985683323975,0.06737926967370764,0.07682735369475358,0.05994623007526503,-0.058042184426417245,-0.03150216664423943,-0.011363237163367457,0.08457277680405932,-0.03171893376059063,-0.04056201427845606
EPS (Basic),0.02091722875765418,0.06863158285923826,0.06776149601480329,-0.03446934555333233,-0.03446934555333233,-0.010226529590873367,-0.011506523174963298,0.0018541931539657096,-0.008185353562445371,-0.006774595276547448,-0.030857934131002684,0.05594082217804174,0.054974409058751686,0.0587029454660888,0.0311722894963689,0.07825538897491312,0.048785252059139916,0.04511582412318976,0.035405862086287855,-0.016046026144021026,0.036886755687512145,-0.015440894266448884,-0.01665037318859314,0.08362692848960034,-0.015881584759678827,-0.016062289929933412,-0.017801038297274092,0.06824907305152741,0.0653921261599595,0.0706994847983772,-0.005262449844670749,-0.0034310317775680626,-0.003700565035354322,-0.003188879091991947,0.031975908151029415,0.014434680574555752,0.1255800404863805,0.025020251071267874,0.03185259061531732,0.028734536633402422
EPS (Diluted),0.03271924115856986,0.06780084216810092,0.07404217858613901,-0.03685951362779168,-0.032106859616736275,-0.008347648174019638,-0.007753351032257334,0.013174123947085621,-0.006713305990949098,-0.008100464051328752,-0.032035775223048915,0.05739764605059443,0.056169899528347944,0.05552394463455659,0.029038681158439234,0.08017343426479558,0.045193970946555174,0.04750082870714971,0.043731888952555656,-0.017076977250283704,0.03706867955657041,-0.017736355334502595,-0.01839186023661089,0.08065759752398645,-0.01707970554035449,-0.01728841287405737,-0.019777887361451942,0.06848987095576274,0.06692386778602992,0.07404217858613901,-0.02755847330106159,-0.026886421707186404,-0.027018674192083685,-0.028877268304579966,0.02813078352251444,0.03035416623088205,0.10011130478763766,-0.00015270358359102546,0.02990302825393047,0.030867173587650672
Shares Outstanding (Diluted Average),-0.02057559806640984,-0.05280884169441201,-0.0408709011937643,0.04396790737492109,0.04502150379254527,0.00960514967343072,0.0087820983539023,-0.010351698730509895,0.019516991736910044,0.013705275480399078,0.035356068101404105,-0.03525791346777434,-0.03755736920320358,-0.03755736920320358,-0.02374219242094682,-0.006642230557762296,-0.02237285566482929,-0.03483058319703658,-0.03330102226405165,0.03225002970768819,-0.023254405514325317,0.04287162193892438,0.042906612374867543,0.01924498750524202,0.03765147240019756,0.04319799398919908,0.03765147240019756,-0.011666022851198398,-0.012591107424605683,-0.03222505685772528,0.1631267289979142,0.15911547048428207,0.1637298229275574,0.16318561536079404,-0.001415844803143277,-0.00116638699270108,0.040037907331785964,0.17740015619722194,-0.0010718057833919534,-0.0005931874457102558
EBIT,-0.011814741213686999,-0.03484142340587525,-0.02562752445031381,0.029506018161278413,0.028792144642839013,0.0003717745662903402,-0.004324948990220697,-0.0074949517184977246,0.018167507515445783,0.01790793811712067,0.029797610434365636,-0.006999547857782767,-0.003752969395230506,-0.004211929639412212,-0.014376778474576812,-0.008517512844101079,-0.016695411000275783,-0.013478571580875882,-0.027605163244924645,0.030491107337318364,-0.007952077992647853,0.029931216161616543,0.031275027995238895,0.009244403428103308,0.030262283579084774,0.029702392403382953,0.02924570016995611,-0.016871979755360655,-0.019118676665311883,-0.02540233829727239,0.07341149332971615,0.06544263754824946,0.07319717149251337,0.07239218985583643,-0.014901911377572435,-0.00978688303467168,0.03495068284901202,0.131825270290413,-0.009002962376751147,-0.008897211681191152
"Depreciation, Depletion and Amortization",-0.06235919834933067,-0.04045282148947286,-0.04283276851638911,-0.003782605755442233,-0.0027610536773369177,-0.02337901204316691,-0.026392073553968456,-0.045300332403822655,-0.01543194538249677,-0.015989772100163196,-0.0037526411699830065,-0.016658001262892793,-0.01678242499065799,-0.016303806652976288,-0.018807896958108875,0.0022223761903997917,-0.02126704572916114,-0.021867196548271944,0.005680238688873098,0.0025728098598120546,0.0002913476540222638,0.0018642789634587785,0.0026921923875471605,0.03320250446197387,0.0025352126015490365,0.002797819160680866,0.0022838720395157996,-0.021794872166694786,-0.020977742669280125,-0.04083429826764827,-0.03333488116865797,-0.031068747033364017,-0.03095519253123535,-0.031074843814631704,-0.01569675909433465,-0.014173551481023085,-0.001355938601865754,-0.04458139803823831,-0.01569675909433465,-0.01587761008757339
EBITDA,-0.008440538120062725,-0.01642831886568718,-0.03592044265733928,0.032881170676637136,0.03326198065233183,0.003538643280442948,-0.00127611267576219,-0.009284665962418897,0.012283392564226902,0.012299297860653705,0.03326198065233183,-0.010749142563256958,-0.001283231770390267,-0.0020804951485498997,-0.02133109948089097,-0.012348468617633675,-0.020862116403943233,-0.016568738785803973,-0.03205572813751574,0.027690178540835504,-0.006183398786711498,0.027690178540835504,0.027690178540835504,0.009841412210088269,0.032134553808137206,0.03366406777856136,0.03366406777856136,-0.017890336101331082,-0.02251107250407364,-0.025984145818242235,0.07940127166630415,0.07814638452007654,0.07992306034971186,0.07940127166630415,-0.01691432578709731,-0.013561873483407913,0.030932587689326378,0.14334735026367892,-0.017713199249483627,-0.017713199249483627
EBITDA Margin %.1,-0.016107573827040797,0.09153461552131235,0.03824600624952387,-0.010833350508624521,-0.010471085020240436,-0.016426606407072997,-0.006922854537401981,-0.018470011052791592,-0.0073390870967828805,-0.0027149055560538463,-0.012658893284557559,0.030829303826692266,0.03491795433124104,0.035374646564667885,0.010425013197891717,0.007009068367496426,0.052301020312927944,0.05782288355320702,-0.012443920691454686,0.005342014477147883,0.035841637393575716,0.009314164286777206,0.003503709837718551,0.02736636988164364,0.0027232569309297828,0.002286679629315769,0.002644140719793207,0.003606536350145156,0.0022544328812685965,0.04298635092466264,-0.003964525646585889,0.021860810624711083,-0.003964525646585889,-0.005909110033955012,0.007031888921456559,0.006221977911333212,0.09128739483024194,-0.0014039219360923202,0.005904451055303669,0.006221977911333212
  Cash And Cash Equivalents,0.0031645684493756135,-0.02097409043195548,-0.019851493702606027,0.0195438388062184,0.02175985807659884,-0.01833677185901212,-0.01767558153975644,-0.011761747216107461,0.0012204167753759121,0.00041341192479270447,0.022525291802157305,-0.00831932217627791,-0.004420903556832816,-0.012995232305418238,0.011255753875016173,0.004916101717884221,-0.03910003143234367,-0.04344920814589601,-0.031142897249722017,0.0166427480206785,-0.02579823493863034,0.017130932320740557,0.012694342598492656,0.02574632674649782,0.019871135074932458,0.02144313781337859,0.019156337379354748,-0.0267267928917301,-0.022337030181342178,-0.03614182103518981,0.13822621590589604,0.1409452287950922,0.13937980161104516,0.12913942308777687,-0.008562113392416025,0.009115580867137072,0.013809953852391237,0.15981141970842883,0.009115580867137072,0.009115580867137072
  Marketable Securities,0.009974692521825795,0.0025444439763767967,0.002270793939640848,0.12867642177177174,0.12728359129922717,-0.005257261738440938,0.05855928770113754,0.03248229224698565,-0.02179765968884546,-0.022121369494213915,0.1271897585957024,-0.00939132655447918,0.0018617409970432914,-0.023890358710962394,-0.048393720184516154,-0.014415237924766015,0.006642792894866619,-0.0010395210747754353,-0.04823405397040307,0.0041087944585672664,-0.00257034342354973,-0.0019441524153784833,0.005063083272301259,-0.036224305901645285,0.005098706817917012,0.004311039896427152,0.005098706817917012,-0.014722947056001835,-0.01590080583810556,0.0025444439763767967,0.010409753288637542,0.010477785770641172,0.009601908359850819,0.010409753288637542,-0.02896548481654404,-0.04110869475116838,-0.019100504613751193,0.015640699885577015,-0.0400695107153304,-0.04098663942620549
"Cash, Cash Equivalents, Marketable Securities",-0.0068385552665002625,-0.019851942251891245,-0.020096595220169173,0.019430927670294952,0.021197179939149477,-0.018248576381394238,-0.017260639015530918,-0.010664795420727078,-0.004904882456102575,0.00048046894577293995,0.018162329563921706,-0.020000369344539557,-0.008837158949193732,-0.0222998250799688,-0.008091731479775946,-0.004533177608955026,-0.04259719726492369,-0.050113868421978444,-0.04000773552976558,0.006511251563298582,-0.02269972729404111,0.008587282072278591,0.008443716803339142,0.013598451293572903,0.021510194834358825,0.016268758936551667,0.021294978800444907,-0.022337030181342178,-0.028782306761739464,-0.03159364645895825,0.13603164281475033,0.14255149869077455,0.14024471447495748,0.12800381811434108,-0.002547597025200603,0.005335468594213693,0.014664677794861337,0.15403144787811165,0.005202257806382988,0.0009891861461758362
  Accounts Receivable,-0.004965446326165652,-0.01391598067239287,-0.02210943241433435,0.024299650057651005,0.019590297647358805,-0.011334182883137825,-0.031990682788978306,-0.00254380809094605,-0.020196555945225524,-0.005683725812352307,0.018608303969400657,0.00012337065671825034,-0.004717496057274486,-0.0043509793569212075,0.016832975089819256,0.008461975411261627,-0.038033460520225416,-0.055950051068155496,-0.054113740288189,0.014586862092295988,-0.035714422748835704,0.01380190823230391,0.014586862092295988,0.01009825780519111,0.005951120337826356,0.003980810939064645,0.004921823516095842,-0.026272118098168307,-0.025525006552942264,-0.01886794505402294,0.11046530702010035,0.11159161991239817,0.10383056653933946,0.10383056653933946,-0.0009911709581524792,-0.0020376696742171367,0.004199928346227589,0.11727794562636508,-0.00335614101336916,-0.0009911709581524792
  Notes Receivable,0.04287986000239149,-0.0022671453693266603,0.003940097083887215,-0.054069728023176236,-0.054069728023176236,0.02384406612830176,0.10371181111599569,0.04122629406185741,-0.04451569087251688,-0.0437738495119374,-0.053613070551214496,-0.02712779592296549,-0.027344725151749218,-0.027296267030224745,-0.02964859543282214,-0.019818457163408836,0.014743726284367055,0.013380080854080422,0.0033175443521184134,-0.04805760385275487,0.08244117385764857,-0.04944735603659536,-0.049777548704089056,-0.014544372389458552,-0.04973942100075143,-0.05222143014093898,-0.04871544114939382,-0.007909175279414855,-0.007816786051158202,0.002260090719554058,0.0822755069825898,0.08253995428643915,0.08172333028613264,0.08282970348184328,-0.031022329934275165,-0.030565637700848323,-0.014954502941392882,0.08137862174988857,-0.030565637700848323,-0.02981185124464817
  Loans Receivable,0.01857506481856477,-0.022088346044966362,-0.023103559466774344,-0.07419964560172955,-0.06726312455950491,0.017236777592009162,0.07429488898473283,0.017204279617878834,-0.06960817127567036,-0.07032047898103695,-0.05052770118879523,-0.05307192955568219,-0.05523812386789328,-0.05523812386789328,-0.05872782775099209,-0.020297237636246492,0.015304525582960157,0.0005052037495631135,-0.029214574688256716,-0.0726293900400564,0.057199966293408074,-0.07193870026052229,-0.0726293900400564,-0.040764717395862723,-0.07259376649444066,-0.07383676246119439,-0.07259376649444066,-0.03580838841875276,-0.035523080069984954,-0.007956741065737526,0.07728060947498135,0.07174223652106988,0.059438127861829546,0.07481352915604253,-0.0565449041998383,-0.05651662182316328,-0.036529892029781116,0.05844039310514638,-0.058551054818399235,-0.058551054818399235
  Other Current Receivables,0.044624513366036636,0.0005980667754875418,0.007109598405295877,-0.06395696941455052,-0.050695545618529736,0.025846380666428824,0.1067429895871715,0.044500537951444256,-0.043690871188320414,-0.04341051858804427,-0.05161582430737385,-0.0227476046374388,-0.03057234549633511,-0.023372767978124893,-0.027290653886890438,-0.025049316986571545,0.017915498609720495,0.01716171215352034,0.0023116025159650166,-0.04792297196115127,0.08606244025798472,-0.051470050793482845,-0.05075691256937839,-0.018840812711721375,-0.04723151703054076,-0.057404732264342326,-0.04723151703054076,-0.009390179136548323,-0.011870420010839648,0.00010540045976177668,0.08324031019649979,0.08244430967729321,0.08458226700803245,0.08138697209758976,-0.027453909698716476,-0.027453909698716476,-0.006884148920933709,0.08340772491359363,-0.028132947857558644,-0.02664213864874847
Total Receivables,0.0031975709690172383,-0.0252585465649911,-0.016919317180942434,0.01104195233010012,0.016581099944362406,-0.023600189183965423,-0.030007798051818718,0.0020835554587643494,-0.013092722731550214,-0.013655762119471903,0.01117694641930195,-0.003274712949808625,-0.004126129314318811,-0.004633611187692356,0.010975966520120013,0.00630169418383145,-0.04406795190372652,-0.04457543377710006,-0.02827769203594875,0.015533509280663901,-0.03275793575110221,0.011085938153991061,0.010578456280617515,0.023923753670119962,0.010784284948995066,0.011892955603145282,0.010857114395757471,-0.014679252519362961,-0.013907503644354847,-0.01674194455014842,0.094835951539943,0.09502345952931888,0.10178099834529629,0.08988792820193472,0.01074509176655332,0.007025799957943319,0.006180980478843896,0.11324987384394104,0.0062703975418764,0.01184855191568179
"  Inventories, Raw Materials & Components",0.3435200490592101,0.010541595906730051,0.009579620904679408,-0.019202034538000408,-0.018414367616510552,0.001508326301904229,-0.0013311735673196164,-0.04085815273264011,0.0025523253283224008,-0.007740515437205731,-0.023396189628303313,-0.007408555111617582,0.006474613459372057,-0.005762520887457783,0.005258999076289026,-0.0003270282408411882,0.013029859528423034,-0.0011625606184790726,-0.058908459559574515,-0.02125737255227039,0.02435308202341721,-0.01998054278594304,-0.00828586310258715,0.01727378217347645,-0.012946955463559716,-0.005106326316589053,-0.0039556501543575005,-0.023549477283044882,-0.019616452994038195,0.010469759137441768,-0.06354062891435582,-0.07660219327740223,-0.06297141876405915,-0.06763461911878506,0.002809929668714122,-0.003449403730533821,0.044281385869624885,-0.0733461696132104,0.004671329095177501,-0.003449403730533821
"  Inventories, Work In Process",0.04379191431587728,0.0060094844207614,0.0060094844207614,-0.04829147539014906,-0.049370284131714855,0.028755970351021544,0.10545253718452471,0.045098031051744876,-0.0433453248462969,-0.04314805430958515,-0.04715935019049318,-0.02638357690009437,-0.025463105857787147,-0.024780022050161468,-0.027517572626347984,-0.01842105413793842,0.016699244804584318,0.017390530909725928,0.0029191129973100854,-0.04430675866788624,0.08579790947774898,-0.043987969431200744,-0.045545094053604955,-0.011875225876384435,-0.04394677957392569,-0.043952345885584984,-0.043952345885584984,-0.008001649908930403,-0.009327724474315275,0.003930710786476719,0.08561939801700011,0.0860980163546818,0.08561939801700011,0.0860980163546818,-0.030278110911404036,-0.028732476528410728,-0.004676345875376753,0.08496734568412033,-0.028093147353003497,-0.02809295300066742
"  Inventories, Inventories Adjustments",0.02700417705929792,0.012895687777985092,0.013570229558913956,0.03371905039452124,0.041457074276733494,0.0445006792595102,0.03471958664299437,0.02691836186299233,0.04598916147120443,0.05285593839144669,0.041395398462753044,0.030132514618312806,0.02950735127762671,0.028922930769205768,0.03173120405386129,0.03515428308831747,0.013846472767546624,0.02049683020476036,0.016244851530582468,0.03752301777032045,0.04141649373916975,0.03681245825864404,0.03783659177777899,0.06553178070351795,0.0371723598291718,0.0376531486299303,0.03776670313205897,0.02131405540425144,0.02131405540425144,0.01942820765799087,0.021965578787161117,0.021881056733224342,0.018487304940707223,0.018487304940707223,0.029573548894487725,0.03085601198321334,0.05766480606021567,0.02406124085946108,0.030030241127914567,0.030628889251142138
