,"Cash Flows from/Used in Operating Activities, Direct","Net Cash Flow from Continuing Operating Activities, Direct","Cash Receipts from Operating Activities, Direct","Receipts from Customers, Direct","Receipts from Tax Refunds, Direct","Other Cash Receipts from Operating Activities, Direct","Cash Payments from Operating Activities, Direct","Payments to Suppliers for Goods and Services, Direct","Payments to Employees, Direct","Taxes Paid, Direct","Other Cash Payments from Operating Activities, Direct","Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Amortization, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Gain/Loss for Other Investment, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Write off/Write down/Impairment of Capital Assets Loss/Reversal, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Deferred Assets/Liabilities,Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Issuance of/Repayments for Debt, Net","Issuance of/Repayments for Long Term Debt, Net",Proceeds from Issuance of Long Term Debt,Repayments for Long Term Debt,Cash Dividends and Interest Paid,Cash Dividends Paid to Non-Controlling/Minority Interests,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
  Current Deferred Revenue,0.00752539044735569,-0.01944490975286316,0.08593023318819241,0.09318293556133593,0.07767253918625247,-0.0037753794014702803,-0.009010163526921442,-0.005235050230709928,0.07224409012555572,0.18899901263788055,0.0786791621477023,0.002609472020281337,-0.026706638526469793,0.07643458641572438,0.11683080991744055,-0.028600491080112197,-0.038138522491689544,-0.03710968105124767,-0.015731531421191464,-0.03058077648720853,0.0906239058722604,0.08925346743515422,0.08624079312932036,0.027273545807378594,0.005159456402544389,0.016569242354182404,0.024152865286333668,0.034366985648245994,0.04530366459123114,-0.013573961316688624,-0.010444348255885206,0.04613438358770225,0.035564482185577465,0.07948114103715151,0.026161061293329506,0.01506909724888741,0.0815828596963914,0.15020857925144143,-0.017573447390207195,-0.04018538537014669,0.049777669941025525,0.006442499000460065,0.05075577619949279,-0.020207040833357795,0.021783710855755083,0.04335582596314518,-0.04881445200362605,-0.05020203323286264,0.052730264430176595,0.038521380789920685,0.05722888465559209,0.1168763389827791,0.09919910236589834,0.01618105431072056,0.10775777196943728,0.08248475029108818,0.11179595475462714,-0.008497131884398353,0.081843670195034,0.007234891064430539,-0.03992848481927353
  Current Deferred Taxes Liabilities,0.04315080881149483,0.03450287355147741,0.1086227737128207,0.11290303025691581,0.08385919861746585,0.007120091946118642,0.03349623461223279,-0.01576509212183318,0.0876280887518076,0.21473764405006973,0.11068712715667073,0.037742439262145155,0.022766078502993333,0.13045381635975484,0.0961883110185402,-0.025783077571878237,0.04626213431572061,0.05084817903693028,-0.013912484068887742,-0.00796913523460381,0.0846209998616589,0.09764283056825888,0.0904018767305187,0.009635777482186442,0.03660413871090426,0.023660619654857412,0.02659123846940732,0.028899987446002546,0.00043218960445630633,-0.012792549069723436,-0.01754008917358845,0.07587990997335076,0.047711344400917184,0.07745066097413324,0.02914047765844107,0.01853735015880377,0.0478045541152987,0.1488590573483245,0.06574374492479175,0.031486049493798934,0.05114446819962429,0.03413252468027697,0.04127509722006793,-0.016738452301694753,0.00399414445932286,0.037853987405686525,-0.005265631630585532,-0.011773223244413862,0.08487592959661515,0.08514652856737126,0.0462112258130161,0.19469345323962925,0.1434460957075522,0.02789596258302604,0.1314491523489477,0.08105341063633023,0.11976483763685451,-0.012415118503142152,0.07400770849105558,-0.0020972661052662614,-0.02731828338163573
DeferredTaxAndRevenue,-0.021465443332607685,-0.02664543628719601,0.07125503385645014,0.11592616573223592,0.014514391825618608,-0.020076853574174464,0.0033841534527437843,0.012838756941999202,0.09431972485342535,0.13558010716629754,0.06491738625946966,0.003710467475980612,-0.02131412799240201,0.07392186922248643,0.11599316907696414,-0.04010896173229741,-0.013450936038345327,-0.01130277789638598,-0.01020787666880374,-0.004078771523488135,0.0344995651938356,0.06227255990675947,0.06219066503296581,0.030004782800318458,0.01327380886269787,0.011502475234599005,0.024786729245278062,0.023835221143527336,0.04499207007208827,-0.016646608237024428,-0.010422378782170892,0.0552685514520371,0.06351027305285466,0.025065050302741265,0.028641074283769354,0.03281565458439464,0.09376339500172225,0.1301044024880813,-0.023950278314426032,-0.0455234426402,0.047691235092053835,0.013999168365812878,0.05202574066847636,-0.015276995157455012,0.008361546083260984,0.02371202759716599,-0.04206753428774589,-0.044495217534424564,0.02949374800214124,0.041984188722411137,-0.025907750812280417,0.11836181995345436,0.08380464754070435,0.016715718190223466,0.1104619779005464,0.08806966796332025,0.10007053244357607,-0.014311488789489391,0.05964459699895265,0.029152858970347913,-0.040502404179035556
Other Current Liabilities,0.024434619108362365,0.024239059290481806,-0.00012680701509811248,0.005427426615622596,0.03340913461281071,0.030264286903909716,0.04049669477929993,0.04636673188608547,-0.008048943873041496,-0.0017006854803978185,0.00926508708885576,0.025755283816889293,0.01687904288779243,0.02101300155662616,0.0020490578520530557,0.031876324309444856,0.004127179483071827,0.0072151558573005075,0.008742661530060557,0.029060785880560654,0.0736308287728254,0.009964338564844048,0.02326564758755939,-0.007154482451970527,0.006256202829891641,-0.003917410579695282,0.06045314744345095,0.012251913572635787,0.10564365469209784,0.0037806578992388654,0.048641220152517914,0.008764919686176015,-0.017741562139981418,0.12877750925581408,0.07174487785815946,0.03965955475452729,0.13530365657133328,0.06060225389859147,0.029476161471471262,0.023549632156113408,0.04615769198590272,0.05275574957881166,0.07549749695327122,0.032365833111991725,0.07466850042075351,0.06001620281070009,0.01942199407070873,0.014051455228101396,0.06104596319877832,0.06557445090713704,0.08666977733988697,0.08058440265680367,0.0010208088088272606,0.008347430947477941,0.14283220418002018,0.007784806208291679,0.029930278939007616,-0.0016931246189667805,0.005327679882153614,0.046037733244841714,0.02976698784957014
Total Current Liabilities,-0.001051238724034109,-0.00280853901532176,0.003620118830638173,0.027677109560400603,0.06904859387363121,0.01868562720533436,0.018039413182414126,0.0283259921226158,-0.012224627598050142,0.02013987960837812,0.0038543728343799063,0.006923133162677223,-0.004141808982398544,0.06931813058583537,0.023626420703594032,0.05389717085687612,-0.008731215897541781,-0.004042304291081652,0.009750575256312274,0.033500116802196674,0.07788961734956051,0.030774134371011723,0.027463486525168144,-0.0012953435804186318,0.010465306903486977,-0.0029549509489506945,0.10337344787954927,0.01330707136608557,0.06172819061935889,-0.006052146311726945,0.028510489554014137,-0.0038575852827026275,-0.00852319266135267,0.13087728709812946,0.05046941185195598,0.052413550447340494,0.13921631097603315,0.03726006110595096,0.03698653748938197,0.0315814839091485,0.029136082163696092,-0.0014199948327305052,0.0834288006784876,0.015300558467152801,0.015293633742377478,0.03210950491101484,0.046483189635251214,0.040841154605072316,0.07017761717231925,0.053496179490469656,0.0076318447505109984,0.07317765417543907,0.029510001355349,0.028429589958306318,0.02865983282859686,0.026404815271513938,0.00850180776032691,0.010205681974552596,0.04518755840661836,0.056963683139196516,0.018415969506364257
  Long-Term Debt,-0.01110084353009061,-0.010055476675250072,-0.030849230579177288,-0.02211577976428635,0.0344779635997276,-0.006985556352029916,0.0687243142566258,-0.022412213356079177,-0.03574213681433584,-0.01932841398171059,-0.0350259836055741,0.00022734633855208894,-0.010627383740448908,-0.023676053430575536,-0.03021484088096767,-0.013921017719215773,-0.0032996072130242323,-0.00393052668394305,-0.009172118738496118,0.07172933434813522,0.1097650184488832,-0.028660442359892915,-0.029995903650427768,-0.034649072991510904,-0.01760288747956638,-0.04093267757243116,0.004451498712432804,-0.03794566749865495,0.056592746131812754,0.004439362045625816,-0.008506936119698837,-0.026301356549371338,-0.030512853750303014,0.06603290774654888,0.04581508548611171,0.0463810771615436,0.04789729111954711,-0.0047202632683975045,-0.011080182155948066,-0.009377146136948497,-0.0066018730635700185,-0.011228803964863225,0.019888652033506593,0.004195212944860271,0.08982416789707866,-0.0013680906624904598,-0.024677826301625377,0.0032003406158260823,0.034716504286147656,0.2833628137664452,0.2910734195684323,0.49183899942497356,-0.025926383416981703,-0.011696619210022977,0.05548522313143891,-0.03644418497173053,0.02819897030850594,-0.0037925901073482494,-0.029598346627380777,0.0015106274328080481,0.024634496893284598
  Long-Term Capital Lease Obligation,-0.04489057684465358,-0.02540705102758492,-0.061993825636769584,-0.0594828385086731,0.031480785444090914,-0.03327105943244396,0.05690441620924019,0.008731035293060253,-0.06558065730424549,-0.05354315740538691,-0.0659060694432952,-0.041931434951280135,-0.02878380512398947,-0.044306963074023126,-0.05159237496455035,0.005690348165985395,-0.041423391056040454,-0.04037395299787166,-0.018082541067002827,0.030883950284402866,-0.015026312633905851,-0.0499891483204808,-0.04814617816566795,-0.011345299133961198,0.002228093986224166,0.011476328017125871,0.0072131694630375096,-0.0030047962109641807,-0.0352622426340235,-0.0007720684706628159,-0.008966830928450327,-0.03452722093588402,-0.03400147420897185,-0.009460608693749097,-0.002473261803117916,0.0009750572906695783,0.03644850889266427,-0.0035594900336680694,0.04354582373459856,0.04250453632024665,0.07345566612357081,-0.009755880075654085,0.005060501414101248,-0.04249308046138658,0.16464428465962405,0.06930483457343395,-0.023806635441406272,-0.010003112030100457,0.05741184216738545,0.06619175681541592,0.007580513892419488,0.050254933837469346,-0.022885380621079157,-0.005589479303763758,-0.008537319833977361,-0.047696816762203456,-0.03857534442062019,-0.024912957101018943,-0.048042198039677395,0.0416182725892407,-0.04630218868203825
Long-Term Debt & Capital Lease Obligation,0.0013787850373276943,0.010514960992344662,-0.021703648868709857,-0.020783551877704105,0.027081427813213158,0.014186011939246502,-0.0015438652114507455,0.012093269522692515,-0.02224479327377301,-0.03946003222621463,-0.012431067554865238,0.0031826522902281638,0.0024925698282793514,-0.00973341279345372,-0.02342458101931996,0.0066590946864060864,0.01406763739038113,0.023330361620827172,0.017630167705295022,0.04792816521029184,0.13079884680055717,-0.018977712125817066,-0.02384357181070281,-0.002982905504970235,0.009513023865959987,0.07691253361360927,0.1337657576899205,0.011836565709565915,-0.0385284195917789,0.033444613573295714,-0.022306423388798277,-0.022794765015380414,-0.03157243189912039,0.038125695336220955,0.04834067731222163,0.04117541849579373,0.07254528238520792,0.016926070208319773,-0.004926991713562462,-0.004232884156280796,0.0002700678368776433,0.04354366306412992,0.06033126189019204,0.021083401609131584,0.11457778007105203,0.003723295013075045,0.0014923273942610794,0.05408443619235986,0.09422153252139322,0.2708550482099799,0.27754502138878395,0.25305209454308447,-0.03058361924988346,0.021692922011988216,0.0764396234743771,-0.020466125216567356,0.005272847106398917,-0.011599366353756859,-0.014845839047393257,0.04843747009925764,0.02698446282364693
Debt-to-Equity.1,-0.004941878094806328,0.002344788675803196,0.011763203760397639,0.07542344975753071,0.11136377313171257,0.05206063399117923,0.0882846478915244,-0.002660892937303344,0.04872714519216948,0.05332890349019138,0.006773674909065436,-0.004574780250624303,0.00422780611371464,0.02446668504946756,0.005041643537228344,0.04748826991527338,0.08374605597073659,0.08536846487288838,0.07973948309365386,0.0948592589381998,0.06554965695653177,0.022362511195949963,0.02202022305878303,0.01994176998619519,0.02630781528264599,0.04274779337755211,0.09096286224203227,0.08327557416021125,0.10703280729411283,0.022318888642106974,0.03760351167547665,0.01189425201689246,0.006194740270763417,0.06610699374463067,0.03331243253691471,0.06638672354645608,0.09022394967535255,0.04952682077476003,0.07727585327659017,0.0744655550522743,0.12160256755192832,0.08235059432761072,0.07380434507597532,-0.04809169932312108,0.05443702895468764,0.15444154843045557,0.06879804601123311,0.01194107550450586,0.2519808219570472,0.24505722026919766,0.2024496595369338,0.14109249137181,0.08226343793569116,0.04394746944783259,0.09005471448142108,0.037760743196005246,-0.03140360368467739,0.02535575754987636,0.02952188949765474,0.021964477231976316,-0.04839091387513003
PensionAndRetirementBenefit,0.030217593083956402,0.03149894479805954,0.09722516187467167,0.11385878122711088,0.016158249938596363,0.004169607091103186,0.02576087408780969,0.01962037981855619,0.10022613208234527,0.11418879227338692,0.10003745042269359,0.024690842206883955,0.0304745818035436,0.07243837394306592,0.1945787067784545,-0.018825595199080527,0.0009666478870399347,0.05388635262670991,-0.002655979413690407,0.07152769900956896,0.09760119046615487,0.1651248668513081,0.16739003633766292,0.07559673587480738,0.09869195279138562,0.025182030743237185,0.03808736262233804,0.034011639140241565,0.041273859500945476,-0.019986448226076245,-0.014909702520193505,0.05081099482191761,0.054492487376659605,0.08724685768042496,0.028450317785508702,0.025628406065254374,-0.006656199075253208,0.15559491728242086,-0.012967443293905746,-0.006929636836607907,0.05801637566370624,0.04224964274761591,0.04325656364097422,0.022635306594492022,0.014492613450136136,0.06238488413283322,-0.023219995509014275,-0.015035441968057991,0.0438039556042276,0.036600071054877545,-0.02625727381366586,0.13606403329557534,0.146466979277372,0.04061420917460761,0.1350728757317759,0.09762775763458115,0.09132037597942282,-0.012282637475175481,0.07906714166987634,0.025729133324464172,-0.0013328317249226482
NonCurrent Deferred Liabilities,0.03605682936218092,0.0339303650995284,0.10770280647865946,0.10553459184758968,0.013923570678470098,0.007088061381936385,0.03168357976438359,-0.014452756422196822,0.08792878114950535,0.10946414455723512,0.11071466358711818,0.029301321844114964,0.023052029878498744,0.10427878000377483,0.11463770877518671,-0.02161546651299785,0.0270216025034141,0.04469366074457451,-0.016254809348128077,0.06406177316618876,0.08322246046907435,0.10255117224774937,0.08354519546855477,0.03017565288319124,0.022819943836558155,0.03936224930660304,0.0679483026619011,0.04841507581791835,0.03632713147168365,-0.015256318359013315,-0.003032355091590576,0.08593870987751304,0.04863951098658277,0.07735795355842318,0.03467155533952378,0.029800048394680916,0.12794896595715677,0.14890614480412032,0.037140002238793456,0.03052103254270365,0.04737764543402105,0.03514049903057153,0.04444986381196507,-0.01536549998026774,0.004354735388157176,0.04471015599855464,-0.005464606421231509,-0.011455241304726192,0.07616359132055864,0.08589830033045974,0.04559948778019965,0.20083866218594953,0.06355476019528936,0.03284542801665365,0.1289449578561193,0.08105341063633023,0.11429337963449177,-0.013167400874025166,0.08241725153834999,0.007627482110018159,-0.017673256341753936
Other Long-Term Liabilities,0.0518782300847193,0.04969082753387777,-0.0025029287573294125,-0.005479348488676719,0.034398065746494164,0.031163828278840983,0.02167041831405272,0.013039713605698198,-0.021302403872244975,0.0032854043791751574,0.0030684040126668123,0.051763771865176944,0.03774129617169918,0.033442972158094435,-0.013859545882151224,0.0520300506031773,0.010384878372312991,0.012874712790182482,-0.005328585802096384,0.08044267872162415,0.13534302529494602,0.0016960576398750036,0.021066735924859255,-0.023690008308719947,-0.005363414392856206,0.038833822827118114,0.10789979869321382,0.021494161586111102,0.08715697376847009,0.017859957688450452,0.033167407161850494,0.018015966871687203,-0.009009448925488868,0.1106849998381716,0.056915690925133364,0.024620426923173535,0.14231014317015356,0.05372820223992769,0.01931679823970329,0.009945313525556497,0.005604055511445465,0.012703151687557342,0.025526486753364903,0.0359268396119824,-0.024466121514746905,0.012907690729223733,0.04338424060718419,0.026347980214559304,0.06842281347900558,0.06901037212850607,0.10105416585584055,0.109445113482581,0.00933477290722385,0.006848620331907686,0.06663036142040007,-0.0009618310125799438,0.03530099317504077,0.010558778544213596,0.007439733120419763,0.002769033310784504,0.04085593601905131
Total Long-Term Liabilities,0.03038182908889381,0.02224577549509784,0.024991726662601087,0.004572254874685588,0.04279024617345364,0.020424487625977553,0.02361419386615406,0.04247064947563038,0.006091740934905569,0.0026593379386067664,0.02352457829141904,0.03300445225001938,0.018212157384137045,0.032220687986521265,-0.005357044210766527,0.05696425497843548,-0.018501531238574002,-0.014015319868900887,-0.00642359894723565,0.09165016907708719,0.06591257818698582,-0.002122392041465435,-0.0016836632645413478,-0.013987307563682426,-0.007525183121055698,0.02786897404634103,0.09293824354637997,-0.0034783575920401986,0.04313841468017591,0.01638126779392337,0.04714993051671763,-0.01972603196135711,-0.018590403097631124,0.11107540535305169,0.03407816273592186,0.02776080783490912,0.13571898664638046,0.03399499071518404,0.05663223941205995,0.04583480589850605,0.05420586351349305,0.041319769068772945,0.06118257271991428,0.0433330532177014,0.0013968800514120921,0.05065473434241427,0.05313232165398943,0.03931425628226292,0.04278524685170221,0.06003659983993803,0.2650301169546497,0.09421015067666029,0.0015742891783393997,0.01430386071227712,0.025803960424916318,0.011961067010238849,0.03549828545821465,0.004859104387715961,0.01133409158848694,0.02942857559142849,0.049876376476015116
Total Liabilities,-0.0055504880618727,-0.012004430001606378,-0.0006776141134145989,0.011000599168884241,0.0684689534354644,0.02190241036985122,0.016592033458340583,0.021990431646290005,-0.005896132564119575,0.02374940635003656,0.0007845141289557068,-0.004758652612443067,-0.015673106812810495,0.06672901612221041,-0.014040910962620844,0.04140393206520073,-0.007184303178717888,-0.0061005526717430175,0.010705222268193742,0.04703353085038041,0.0025946509894306143,-0.0015257217744425022,0.0001785032567360777,-0.012069366495807988,-0.0057826232866465535,-0.012359426068742251,0.021862211336511898,-0.005118497770335647,0.04478993288731058,-0.0013595745102925657,0.017074569515258334,-0.002299235989002219,-0.009357065333406706,0.08496543100406123,0.02690648531130398,0.035089152415090426,0.13433876081955026,0.04018578089367708,0.04483553951268208,0.028394594418886726,0.02598730609690597,-0.008447767517115585,0.048022586400742015,0.01135712560403836,0.01319623560525777,0.015442887389138907,0.05828979646198262,0.04028245038099254,0.04761313767844793,0.0538141687076208,0.01773941588585048,0.05288572865715816,0.030357532776785705,0.0010474297226888507,0.01718581851732828,0.008425685163852269,0.012554128426522742,0.012207979466266337,0.030581850634118193,0.05600515766808352,0.014289189729448065
Common Stock,-0.014275494563685466,-0.011947990859303929,-0.008398341523446167,0.007698566235616171,0.019077649166126455,-0.006748420440504069,0.014757630459521229,0.024485281983972297,0.0011169500483608624,0.0037013012713376903,-0.010221747170140811,-0.01006613704669488,-0.014445249612289338,0.008081469269843806,0.010729336285397528,0.049364227497515394,0.0009951742776827554,0.0021812043199332574,0.005810033254194121,0.020522994459314336,0.013100241964353419,0.020527070366225586,-0.002706501811650363,0.013824005936966841,0.021573348451103577,0.014882174312562417,-0.010803597888393964,0.008997232384441677,0.02183614070521029,-0.00546935952455448,0.03684152869989951,0.00026096649630050553,0.013684026106194512,-0.01077734318042816,-0.0030933623428298154,0.01510602800190465,0.023992378437105177,0.019458221771598557,0.02018346626923621,0.021808067334901874,0.030642688127509043,-0.00329452765794201,-0.010186264038824628,0.031221548840337128,0.011837378489778592,0.10398461295074954,0.01962707503892477,0.016109839170279805,0.011189575663346794,0.007669354339791175,0.0284870942649352,0.012058803053338672,0.0023353551146889566,-0.008652747395633868,0.00027893805665298813,-0.0016110865484658208,0.02210875354323908,-5.475476765360622e-05,0.0029060790591381343,0.022680396669638107,0.025161847705029272
Preferred Stock,-0.023122497210310216,-0.029117163667240143,0.04784013455915149,0.11533918696225066,-0.009556088713976046,-0.01673669798929629,-0.026058354780941245,-0.036081220884235425,0.0931147513684135,0.12522033678655,0.03442185432109066,-0.028227296951295482,-0.029660984319299154,0.0597829170720278,0.09165071346085375,-0.03723295531025517,-0.0196369154292075,-0.01891532166186872,-0.013497043058214179,-0.014911156084683321,0.006767709900012599,0.03017507901894955,0.026862004672775365,0.012586185207843154,0.00523451292421909,0.01560597623145334,0.003997627636355028,0.015477671985553249,0.04592236583612117,-0.05711975863000033,-0.023110828848758425,0.03701353346142125,-0.0025049879953089865,0.006602393188885563,-0.0003401099245464853,-0.003254052638286509,0.016321448616623598,0.15376001248153734,-0.05906172489257238,-0.05836873998128417,-0.017167731203982205,-0.006338646903189634,0.010769713907733283,0.03313711353853091,0.0433670944341102,0.07319000076158104,-0.04866544843262639,-0.04778416542944351,0.017907222137273828,0.017640921193873473,-0.026220967712063552,0.11403653708410844,0.04312269921760562,0.009569564121430387,0.10916046364159819,0.04334284392348104,0.09162221657060533,-0.009116737798440517,0.0282833239660262,0.03171920102919703,-0.04110197856809924
Retained Earnings,-0.009617545896839419,0.06074103209247182,0.056896641756223595,0.009328627051517864,0.025733252624646485,0.047192459051378324,0.03013583903565039,0.04801937204667376,-0.005679443862324452,0.025075800539424636,-0.015102712829881753,-0.012065371833398446,0.05007697986194262,0.07330771517820046,0.02653697019506699,0.020285539744314567,-0.04059267584629113,-0.04051189051367065,-0.024864982102056052,-0.00020703573566302545,0.08450589188436206,0.07904234423595015,0.07194701196694411,0.03538873127204951,0.0430166496898653,0.04314540901132498,-0.005711930008916169,-0.03165574660107611,0.010897681652041193,0.01597719075341856,0.02669379901949144,0.003256881812435014,-0.00663375202865395,0.11108383027041159,0.01959307584792763,0.019953551066488943,-0.0019469874336838417,0.0585535023871986,0.010709468151906161,0.07726371534550511,0.050764001366998386,0.02216504519641304,0.047641672079057146,0.01123376314354907,0.0057165077545150815,0.03104018079431141,0.04894883541224405,0.044474999386846216,-0.0032537699140906817,-0.006533326592144832,0.05631355242505183,0.015392078623954985,0.10460603930402314,-0.005936045478305242,0.04106219088466007,0.01364084947970455,0.04737964345608729,-0.0020961358081485384,0.05895325992552031,-0.006394629521959327,0.029676767215990673
Accumulated other comprehensive income (loss),0.01136066708551139,-0.00072073863392572,0.0661742448425478,0.11187810775734601,0.00683931812686276,0.02298027913416061,0.00038861404542103175,0.005483454753740764,0.07802017289045898,0.08342790617307337,0.10268410175842384,0.0759215396559625,0.03305205754070788,0.0996158969897455,0.27677808351584576,0.031076759721678827,0.04898173006362631,0.041001363701470166,0.05241800878278819,0.047709047749591775,0.08546269847246551,0.18201383601005902,0.20278954002715985,0.22422521752554664,0.07757163329295806,0.08745970985291893,0.09028105155230678,0.06210161174796195,0.03628768693984233,-0.03416455541843009,-0.017713820095136452,0.09198626803038244,0.07112425162723142,0.08503153730162116,0.0471172716720744,0.028369987479409213,0.02274536225486623,0.2528161799862075,0.0463256025037713,0.011627821751523952,0.039245542530351625,0.018118190686658688,0.04249098066729402,-0.04597557120789349,-0.026245572115480183,0.010768202712348927,-0.02505349994721705,-0.026495673429501654,0.015399577326215903,0.027864296938837515,0.05309340243991681,0.10270020366390174,0.13741944098557649,0.09161256864957858,0.15569855594375706,0.07912517194424334,0.09642011264711621,-0.008626037232988534,0.07509945365723653,0.06581317450738755,-0.0014414601613858213
Additional Paid-In Capital,0.002889452165831143,-0.008432109655985072,0.014672437634093503,0.02430048560183464,0.03842810618710042,0.030123633953694526,0.07015638021614665,0.030741190645793517,0.002042968379527765,0.02747204160562076,0.06757510334814162,0.00882289466210242,-0.014268296634676847,0.09969834509883968,0.03186499943879108,0.02527495935257152,-0.006244917929395478,0.001742423929214561,0.01783229845277875,0.04104124174965749,0.07727319928334325,0.04026092342715526,0.09008920792541289,-0.013663280887247133,-0.002218026906486083,0.0054744037779248505,0.02155555738971304,0.023272510156850106,0.010093798536980964,0.09170839272051617,0.027754660035279065,-0.004315114992926862,-0.00904001845971051,0.06272901178393084,-0.004038245439030503,0.004386824420497787,0.024334332973301058,0.10912489713840279,0.07773566929226153,0.07708043556692742,0.03848393340343764,0.007375147705532741,-0.0031003320584912517,0.022160923819447894,0.04571536334849376,0.03532885964699462,0.10251169077908728,0.10638426652198846,0.003160057605927834,0.014960394019040694,0.009639910417554345,-0.0008765919444932708,0.10576758332094492,0.026229613009872876,0.12337435394984958,0.015527750034096741,0.06206795527488818,-0.0015249748943368686,0.026962818239340762,0.09776719370403932,0.11159737417791386
Treasury Stock,-0.033916449964155077,-0.02839485178236541,0.02472291968004754,0.109208119848631,0.020826682832133802,-0.026596202658403758,-0.036491536592904564,-0.04830241791681079,0.09446369113487621,0.12105391586769122,0.02817621251934408,-0.037532472346509076,-0.030837468032910844,0.024682133013704644,0.08220420780956225,-0.04637312482639152,-0.031738489056941696,-0.028929472985891203,-0.006313939707904663,-0.038677455044707876,-0.018557914378858224,0.032023057666614445,0.026787325415000375,0.008602094120793224,0.009755547375710385,0.00025195410167287756,0.014524086076558883,-0.006095604138363126,0.03981504028889593,-0.05314794642441688,-0.03877705973187238,0.021732281486096554,0.04140781300324666,-0.00697022342721482,0.014208836498622224,0.01271711214424378,-0.029282462627230575,0.14475350388111755,-0.049034257683698776,-0.07240558009527488,-0.016085203106280057,-0.027814539091058785,0.002984395444066487,-0.0005931394726692973,0.048707175086402175,0.07848881478984687,-0.051290549935186086,-0.0495212257679096,0.016128487740638593,0.011119330579759695,-0.035882491531775515,0.1113698581940878,0.10143196072231833,-0.0009358638564347032,0.12321479740232849,0.0324395963754033,0.11817522293495619,-0.03491744342356474,0.02382007428911844,0.008572131896418,-0.06659306049120502
Other Stockholders Equity,0.024735899163379513,0.019976050490667988,-0.005162694355907721,0.0036039260319903586,0.05449532429758702,0.045712555092339305,0.005004586877367703,0.029641319505762573,-0.010460254932456847,0.0015679134580811795,0.008225147244484279,0.0249035994003872,0.01146411833065664,0.01793354876690885,-0.004458167890564442,0.039913561843074416,0.0036212405327840196,0.008477052362336777,0.019586903426517355,0.033501766092043236,0.045999312363603787,-0.01131586084659322,0.09699035153689999,-0.0006143299280904179,0.01144500778268559,-0.0072146445411579215,0.04772625750276908,0.02594126039103914,0.1277417920764301,0.0193922333480666,0.0319299989303358,0.011224139178148185,-0.018884723266614084,0.07934105166747579,0.09937021206079182,0.06327442095935415,0.0339636736160078,0.06901719732418261,0.029631155941263185,0.0033288582425406964,0.028877693283544923,0.04218087186305298,0.11440569218655007,0.08950743118196033,0.09252246719888496,0.0739036529047331,0.023497826293658656,0.021986265569357167,0.017177978704804395,0.019089079136986306,0.034443774986368324,0.033931779043864047,0.07429649945417727,0.08559826125754545,0.05794061141088106,0.0291506158283129,0.0145589080633421,0.040175472372247695,0.0376864358568004,0.02341908865815664,0.02578469414476584
Total Stockholders Equity,-0.020379021235396918,-0.023851629008680535,0.008175393803546312,0.03758720042138801,0.06889861609136143,0.02070131469720646,0.007756060906759737,0.027746192072176403,0.014034969797903944,0.020318612588145955,0.008944450248610602,-0.021122491470511554,-0.02904008088309655,0.031761261585303006,0.026374197156783692,0.03673466385020672,-0.0012519491597917133,0.005621496171495222,0.011050085876190205,0.04910843096399568,0.04400281214990213,0.011829562615758817,0.032928042638410496,0.0007847321996829744,0.012226866630301652,0.0012476595735768314,0.034140305726715475,0.02121122260085503,0.04957763809126734,0.004679245452689834,0.01110330750980262,-0.012116360830085094,-0.011641784294143205,0.07114582629482058,0.057672917030357665,0.07017746761735127,0.02889932647999481,0.042622305846760494,0.04850513256572991,0.027155256385783155,0.05335119111934329,0.02842036087708854,0.09742094957124625,0.06461467968808464,0.07064688820908463,0.08966453344785134,0.017256899029829055,0.018204996268778556,0.03125387935794328,0.03060755418450361,-0.0118809161197738,0.032081372821468605,0.09271193578815673,0.09491209473907444,0.039436178062715106,0.06056814082618772,-0.005162370005056393,0.010604002974547748,0.05195894664579981,0.05439845094835531,0.006387176414487394
